_id,busy
5fc8b76aa0750f5831d01243,false
5fc8b770a0750f5831d0124b,false
5fc8b777a0750f5831d01251,false
5fc8b77da0750f5831d01257,false
5fc8b783a0750f5831d0125d,false
5fc8b789a0750f5831d01263,true
5fc8b78fa0750f5831d01269,true
5fc8b795a0750f5831d0126f,true
5fc8b79ba0750f5831d01275,true
5fc8b7a1a0750f5831d0127b,false
5fc8b7a7a0750f5831d01281,false
5fc8b7ada0750f5831d01287,false
5fc8b7b3a0750f5831d0128d,false
5fc8b7baa0750f5831d01293,true
5fc8b7c0a0750f5831d01299,false
5fc8b7c6a0750f5831d0129f,true
5fc8b7cca0750f5831d012a5,false
5fc8b7d2a0750f5831d012ab,false
5fc8b7d8a0750f5831d012b1,false
5fc8b7dea0750f5831d012b7,false
5fc8b9cb5f3dd6a3972cb4f8,false
5fc8b9d15f3dd6a3972cb4fe,true
5fc8b9d75f3dd6a3972cb504,true
5fc8b9dd5f3dd6a3972cb50a,false
5fc8b9e35f3dd6a3972cb510,false
5fc8b9e95f3dd6a3972cb516,false
5fc8b9ef5f3dd6a3972cb51c,false
5fc8b9f55f3dd6a3972cb522,false
5fc8b9fb5f3dd6a3972cb528,false
5fc8ba025f3dd6a3972cb52e,false
5fc8ba085f3dd6a3972cb534,false
5fc8ba0e5f3dd6a3972cb53a,false
5fc8ba145f3dd6a3972cb540,true
5fc8ba1a5f3dd6a3972cb546,true
5fc8ba205f3dd6a3972cb54c,false
5fc8ba265f3dd6a3972cb552,false
5fc8ba2c5f3dd6a3972cb558,false
5fc8ba325f3dd6a3972cb55e,true
5fc8ba385f3dd6a3972cb564,true
5fc8ba3e5f3dd6a3972cb56a,false
5fc8bd2514c0be7134502238,false
5fc8bd2b14c0be713450223e,false
5fc8bd3114c0be7134502244,true
5fc8bd3714c0be713450224a,false
5fc8bd3d14c0be7134502250,true
5fc8bd4314c0be7134502256,true
5fc8bd4914c0be713450225c,true
5fc8bd4f14c0be7134502262,false
5fc8bd5514c0be7134502268,false
5fc8bd5b14c0be713450226e,true
5fc8bd6114c0be7134502274,true
5fc8bd6714c0be713450227a,false
5fc8bd6e14c0be7134502280,false
5fc8bd7414c0be7134502286,false
5fc8bd7a14c0be713450228c,false
5fc8bd8014c0be7134502292,false
5fc8bd8614c0be7134502298,false
5fc8bd8c14c0be713450229e,true
5fc8bd9214c0be71345022a4,true
5fc8bd9814c0be71345022aa,false
5fc8c0899d3f151cdd1274b7,false
5fc8c08f9d3f151cdd1274bd,false
5fc8c0959d3f151cdd1274c3,false
5fc8c09b9d3f151cdd1274c9,true
5fc8c0a19d3f151cdd1274cf,true
5fc8c0a79d3f151cdd1274d5,true
5fc8c0ad9d3f151cdd1274db,false
5fc8c0b39d3f151cdd1274e1,true
5fc8c0ba9d3f151cdd1274e7,false
5fc8c0c09d3f151cdd1274ed,true
5fc8c0c69d3f151cdd1274f3,false
5fc8c0cc9d3f151cdd1274f9,false
5fc8c0d29d3f151cdd1274ff,true
5fc8c0d89d3f151cdd127505,false
5fc8c0de9d3f151cdd12750b,false
5fc8c0e49d3f151cdd127511,true
5fc8c0ea9d3f151cdd127517,true
5fc8c0f09d3f151cdd12751d,false
5fc8c0f79d3f151cdd127523,true
5fc8c0fd9d3f151cdd127529,true
5fc8c4036e7c1a911277ffaf,false
5fc8c4096e7c1a911277ffb5,true
5fc8c40f6e7c1a911277ffbb,true
5fc8c4156e7c1a911277ffc1,false
5fc8c41b6e7c1a911277ffc7,true
5fc8c4216e7c1a911277ffcd,false
5fc8c4276e7c1a911277ffd3,false
5fc8c42d6e7c1a911277ffd9,false
5fc8c4336e7c1a911277ffdf,false
5fc8c43a6e7c1a911277ffe5,false
5fc8c4406e7c1a911277ffeb,false
5fc8c4466e7c1a911277fff1,false
5fc8c44c6e7c1a911277fff7,false
5fc8c4526e7c1a911277fffd,false
5fc8c4586e7c1a9112780003,true
5fc8c45e6e7c1a9112780009,false
5fc8c4646e7c1a911278000f,false
5fc8c46a6e7c1a9112780015,false
5fc8c4706e7c1a911278001b,false
5fc8c4766e7c1a9112780021,true
