_id,busy
5fc2495cc2e41eee56af1bde,true
5fc24962c2e41eee56af1be8,true
5fc24968c2e41eee56af1bee,false
5fc2496ec2e41eee56af1bf4,true
5fc24974c2e41eee56af1bfa,false
5fc2497ac2e41eee56af1c00,true
5fc24980c2e41eee56af1c06,true
5fc24986c2e41eee56af1c0c,false
5fc2498cc2e41eee56af1c12,true
5fc24992c2e41eee56af1c18,false
5fc24998c2e41eee56af1c1e,true
5fc2499ec2e41eee56af1c24,true
5fc249a4c2e41eee56af1c2a,false
5fc249aac2e41eee56af1c30,false
5fc249b0c2e41eee56af1c36,true
5fc249b6c2e41eee56af1c3c,true
5fc249bcc2e41eee56af1c42,true
5fc249c2c2e41eee56af1c48,false
5fc249c8c2e41eee56af1c4e,false
5fc249cec2e41eee56af1c54,false
5fc249d4c2e41eee56af1c5a,true
5fc249dac2e41eee56af1c60,true
5fc249e0c2e41eee56af1c66,false
5fc249e6c2e41eee56af1c6c,false
5fc249ecc2e41eee56af1c72,false
5fc249f2c2e41eee56af1c78,true
5fc249f8c2e41eee56af1c7e,true
5fc249fec2e41eee56af1c84,false
5fc24a04c2e41eee56af1c8a,false
5fc24a0ac2e41eee56af1c90,true
5fc24a10c2e41eee56af1c96,true
5fc24a16c2e41eee56af1c9c,true
5fc24a1cc2e41eee56af1ca2,false
5fc24a22c2e41eee56af1ca8,true
5fc24a28c2e41eee56af1cae,true
5fc24a2ec2e41eee56af1cb4,true
5fc24a34c2e41eee56af1cba,true
5fc24a3ac2e41eee56af1cc0,false
5fc24a40c2e41eee56af1cc6,true
5fc24a46c2e41eee56af1ccc,false
5fc24a4cc2e41eee56af1cd2,true
5fc24a52c2e41eee56af1cd8,true
5fc24a58c2e41eee56af1cde,false
5fc24a5ec2e41eee56af1ce4,true
5fc24a64c2e41eee56af1cea,true
5fc24a6ac2e41eee56af1cf0,true
5fc24a70c2e41eee56af1cf6,true
5fc24a76c2e41eee56af1cfc,false
5fc24a7cc2e41eee56af1d02,false
5fc24a82c2e41eee56af1d08,false
5fc24a88c2e41eee56af1d0e,true
5fc24a8ec2e41eee56af1d14,true
5fc24a94c2e41eee56af1d1a,false
5fc24a9ac2e41eee56af1d20,true
5fc24aa0c2e41eee56af1d26,false
5fc24aa6c2e41eee56af1d2c,true
5fc24aacc2e41eee56af1d32,true
5fc24ab2c2e41eee56af1d38,false
5fc24ab8c2e41eee56af1d3e,false
5fc24abec2e41eee56af1d44,false
5fc24ac4c2e41eee56af1d4a,true
5fc24acac2e41eee56af1d50,true
5fc24ad0c2e41eee56af1d56,false
5fc24ad6c2e41eee56af1d5c,true
5fc24adcc2e41eee56af1d62,false
5fc24ae2c2e41eee56af1d68,true
5fc24ae8c2e41eee56af1d6e,true
5fc24aeec2e41eee56af1d74,true
5fc24af4c2e41eee56af1d7a,false
5fc24afac2e41eee56af1d80,false
5fc24b00c2e41eee56af1d86,true
5fc24b06c2e41eee56af1d8c,true
