_id,busy
5fc8b76ba0750f5831d01245,true
5fc8b771a0750f5831d0124c,false
5fc8b778a0750f5831d01252,true
5fc8b77ea0750f5831d01258,true
5fc8b784a0750f5831d0125e,true
5fc8b78aa0750f5831d01264,true
5fc8b790a0750f5831d0126a,true
5fc8b796a0750f5831d01270,false
5fc8b79ca0750f5831d01276,false
5fc8b7a2a0750f5831d0127c,false
5fc8b7a8a0750f5831d01282,false
5fc8b7aea0750f5831d01288,true
5fc8b7b4a0750f5831d0128e,true
5fc8b7bba0750f5831d01294,false
5fc8b7c1a0750f5831d0129a,true
5fc8b7c7a0750f5831d012a0,true
5fc8b7cda0750f5831d012a6,true
5fc8b7d3a0750f5831d012ac,true
5fc8b7d9a0750f5831d012b2,false
5fc8b7dfa0750f5831d012b8,true
5fc8b9cc5f3dd6a3972cb4f9,false
5fc8b9d25f3dd6a3972cb4ff,true
5fc8b9d85f3dd6a3972cb505,true
5fc8b9de5f3dd6a3972cb50b,true
5fc8b9e45f3dd6a3972cb511,false
5fc8b9ea5f3dd6a3972cb517,true
5fc8b9f05f3dd6a3972cb51d,false
5fc8b9f65f3dd6a3972cb523,true
5fc8b9fc5f3dd6a3972cb529,false
5fc8ba035f3dd6a3972cb52f,true
5fc8ba095f3dd6a3972cb535,false
5fc8ba0f5f3dd6a3972cb53b,false
5fc8ba155f3dd6a3972cb541,true
5fc8ba1b5f3dd6a3972cb547,true
5fc8ba215f3dd6a3972cb54d,true
5fc8ba275f3dd6a3972cb553,true
5fc8ba2d5f3dd6a3972cb559,true
5fc8ba335f3dd6a3972cb55f,true
5fc8ba395f3dd6a3972cb565,false
5fc8ba3f5f3dd6a3972cb56b,false
5fc8bd2614c0be7134502239,true
5fc8bd2c14c0be713450223f,true
5fc8bd3214c0be7134502245,true
5fc8bd3814c0be713450224b,true
5fc8bd3e14c0be7134502251,true
5fc8bd4414c0be7134502257,false
5fc8bd4a14c0be713450225d,true
5fc8bd5014c0be7134502263,true
5fc8bd5614c0be7134502269,true
5fc8bd5c14c0be713450226f,true
5fc8bd6214c0be7134502275,false
5fc8bd6914c0be713450227b,true
5fc8bd6f14c0be7134502281,true
5fc8bd7514c0be7134502287,true
5fc8bd7b14c0be713450228d,true
5fc8bd8114c0be7134502293,true
5fc8bd8714c0be7134502299,true
5fc8bd8d14c0be713450229f,true
5fc8bd9314c0be71345022a5,true
5fc8bd9914c0be71345022ab,true
5fc8c08a9d3f151cdd1274b8,true
5fc8c0909d3f151cdd1274be,false
5fc8c0969d3f151cdd1274c4,true
5fc8c09c9d3f151cdd1274ca,true
5fc8c0a29d3f151cdd1274d0,false
5fc8c0a89d3f151cdd1274d6,true
5fc8c0ae9d3f151cdd1274dc,false
5fc8c0b49d3f151cdd1274e2,false
5fc8c0bb9d3f151cdd1274e8,true
5fc8c0c19d3f151cdd1274ee,true
5fc8c0c79d3f151cdd1274f4,false
5fc8c0cd9d3f151cdd1274fa,true
5fc8c0d39d3f151cdd127500,false
5fc8c0d99d3f151cdd127506,false
5fc8c0df9d3f151cdd12750c,false
5fc8c0e59d3f151cdd127512,false
5fc8c0eb9d3f151cdd127518,true
5fc8c0f29d3f151cdd12751e,true
5fc8c0f89d3f151cdd127524,true
5fc8c0fe9d3f151cdd12752a,true
5fc8c4046e7c1a911277ffb0,false
5fc8c40a6e7c1a911277ffb6,true
5fc8c4106e7c1a911277ffbc,true
5fc8c4166e7c1a911277ffc2,true
5fc8c41c6e7c1a911277ffc8,false
5fc8c4226e7c1a911277ffce,true
5fc8c4286e7c1a911277ffd4,true
5fc8c42e6e7c1a911277ffda,false
5fc8c4346e7c1a911277ffe0,true
5fc8c43b6e7c1a911277ffe6,true
5fc8c4416e7c1a911277ffec,true
5fc8c4476e7c1a911277fff2,true
5fc8c44d6e7c1a911277fff8,false
5fc8c4536e7c1a911277fffe,true
5fc8c4596e7c1a9112780004,false
5fc8c45f6e7c1a911278000a,true
5fc8c4656e7c1a9112780010,false
5fc8c46b6e7c1a9112780016,true
5fc8c4716e7c1a911278001c,true
5fc8c4776e7c1a9112780022,false
