_id,busy
5fc8b768a0750f5831d0123d,true
5fc8b76da0750f5831d01248,false
5fc8b773a0750f5831d0124e,false
5fc8b77aa0750f5831d01254,false
5fc8b780a0750f5831d0125a,true
5fc8b786a0750f5831d01260,true
5fc8b78ca0750f5831d01266,false
5fc8b792a0750f5831d0126c,false
5fc8b798a0750f5831d01272,false
5fc8b79ea0750f5831d01278,true
5fc8b7a4a0750f5831d0127e,true
5fc8b7aaa0750f5831d01284,false
5fc8b7b0a0750f5831d0128a,false
5fc8b7b7a0750f5831d01290,false
5fc8b7bda0750f5831d01296,true
5fc8b7c3a0750f5831d0129c,true
5fc8b7c9a0750f5831d012a2,false
5fc8b7cfa0750f5831d012a8,false
5fc8b7d5a0750f5831d012ae,false
5fc8b7dba0750f5831d012b4,true
5fc8b9c85f3dd6a3972cb4f5,true
5fc8b9ce5f3dd6a3972cb4fb,true
5fc8b9d45f3dd6a3972cb501,false
5fc8b9da5f3dd6a3972cb507,false
5fc8b9e05f3dd6a3972cb50d,true
5fc8b9e65f3dd6a3972cb513,true
5fc8b9ec5f3dd6a3972cb519,true
5fc8b9f25f3dd6a3972cb51f,false
5fc8b9f85f3dd6a3972cb525,false
5fc8b9fe5f3dd6a3972cb52b,true
5fc8ba055f3dd6a3972cb531,true
5fc8ba0b5f3dd6a3972cb537,true
5fc8ba115f3dd6a3972cb53d,false
5fc8ba175f3dd6a3972cb543,false
5fc8ba1d5f3dd6a3972cb549,true
5fc8ba235f3dd6a3972cb54f,true
5fc8ba295f3dd6a3972cb555,true
5fc8ba2f5f3dd6a3972cb55b,false
5fc8ba355f3dd6a3972cb561,false
5fc8ba3b5f3dd6a3972cb567,true
5fc8bd2114c0be7134502235,true
5fc8bd2814c0be713450223b,true
5fc8bd2e14c0be7134502241,false
5fc8bd3414c0be7134502247,false
5fc8bd3a14c0be713450224d,false
5fc8bd4014c0be7134502253,true
5fc8bd4614c0be7134502259,true
5fc8bd4c14c0be713450225f,false
5fc8bd5214c0be7134502265,false
5fc8bd5814c0be713450226b,false
5fc8bd5e14c0be7134502271,true
5fc8bd6414c0be7134502277,true
5fc8bd6b14c0be713450227d,false
5fc8bd7114c0be7134502283,false
5fc8bd7714c0be7134502289,false
5fc8bd7d14c0be713450228f,true
5fc8bd8314c0be7134502295,true
5fc8bd8914c0be713450229b,false
5fc8bd8f14c0be71345022a1,false
5fc8bd9514c0be71345022a7,true
5fc8c0869d3f151cdd1274b4,true
5fc8c08c9d3f151cdd1274ba,true
5fc8c0929d3f151cdd1274c0,false
5fc8c0989d3f151cdd1274c6,false
5fc8c09e9d3f151cdd1274cc,true
5fc8c0a49d3f151cdd1274d2,true
5fc8c0aa9d3f151cdd1274d8,true
5fc8c0b09d3f151cdd1274de,true
5fc8c0b79d3f151cdd1274e4,false
5fc8c0bd9d3f151cdd1274ea,true
5fc8c0c39d3f151cdd1274f0,true
5fc8c0c99d3f151cdd1274f6,true
5fc8c0cf9d3f151cdd1274fc,false
5fc8c0d59d3f151cdd127502,false
5fc8c0db9d3f151cdd127508,true
5fc8c0e19d3f151cdd12750e,true
5fc8c0e79d3f151cdd127514,true
5fc8c0ed9d3f151cdd12751a,false
5fc8c0f49d3f151cdd127520,false
5fc8c0fa9d3f151cdd127526,true
5fc8c4006e7c1a911277ffac,true
5fc8c4066e7c1a911277ffb2,true
5fc8c40c6e7c1a911277ffb8,false
5fc8c4126e7c1a911277ffbe,false
5fc8c4186e7c1a911277ffc4,true
5fc8c41e6e7c1a911277ffca,true
5fc8c4246e7c1a911277ffd0,true
5fc8c42a6e7c1a911277ffd6,false
5fc8c4306e7c1a911277ffdc,false
5fc8c4366e7c1a911277ffe2,true
5fc8c43d6e7c1a911277ffe8,true
5fc8c4436e7c1a911277ffee,true
5fc8c4496e7c1a911277fff4,false
5fc8c44f6e7c1a911277fffa,false
5fc8c4556e7c1a9112780000,true
5fc8c45b6e7c1a9112780006,true
5fc8c4616e7c1a911278000c,true
5fc8c4676e7c1a9112780012,false
5fc8c46d6e7c1a9112780018,false
5fc8c4736e7c1a911278001e,true
